"0#0","Pos.","Player","Date of birth (age)","Caps","Goals","Club","player_url","name","club_name","club_name_detailed","club_url","country","wikidata_item"
22,"4FW","Eiður Guðjohnsen","(1978-09-15)15 September 1978 (aged 37)",86,26,"Molde FK","https://en.wikipedia.org/wiki/Ei%C3%B0ur_Gu%C3%B0johnsen","Eiður Guðjohnsen","Molde FK","Molde FK","https://en.wikipedia.org/wiki/Molde_FK","Iceland","https://www.wikidata.org/wiki/Q187396"
23,"2DF","Ari Freyr Skúlason","(1987-05-14)14 May 1987 (aged 29)",38,0,"OB","https://en.wikipedia.org/wiki/Ari_Freyr_Sk%C3%BAlason","Ari Freyr Skúlason","OB","Odense Boldklub","https://en.wikipedia.org/wiki/Odense_Boldklub","Iceland","https://www.wikidata.org/wiki/Q2861144"
1,"1GK","Robert Almer","(1984-03-20)20 March 1984 (aged 32)",28,0,"Austria Wien","https://en.wikipedia.org/wiki/Robert_Almer","Robert Almer","Austria Wien","FK Austria Wien","https://en.wikipedia.org/wiki/FK_Austria_Wien","Austria","https://www.wikidata.org/wiki/Q680223"
2,"3MF","György Garics","(1984-03-08)8 March 1984 (aged 32)",41,2,"Darmstadt 98","https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Garics","György Garics","Darmstadt 98","SV Darmstadt 98","https://en.wikipedia.org/wiki/SV_Darmstadt_98","Austria","https://www.wikidata.org/wiki/Q363500"
3,"2DF","Aleksandar Dragović","(1991-03-06)6 March 1991 (aged 25)",47,1,"Dynamo Kyiv","https://en.wikipedia.org/wiki/Aleksandar_Dragovi%C4%87","Aleksandar Dragović","Dynamo Kyiv","FC Dynamo Kyiv","https://en.wikipedia.org/wiki/FC_Dynamo_Kyiv","Austria","https://www.wikidata.org/wiki/Q666748"
4,"2DF","Martin Hinteregger","(1992-09-07)7 September 1992 (aged 23)",14,0,"Borussia Mönchengladbach","https://en.wikipedia.org/wiki/Martin_Hinteregger","Martin Hinteregger","Borussia Mönchengladbach","Borussia Mönchengladbach","https://en.wikipedia.org/wiki/Borussia_M%C3%B6nchengladbach","Austria","https://www.wikidata.org/wiki/Q686688"
5,"2DF","Christian Fuchs (captain)","(1986-04-07)7 April 1986 (aged 30)",75,1,"Leicester City","https://en.wikipedia.org/wiki/Christian_Fuchs","Christian Fuchs","Leicester City","Leicester City F.C.","https://en.wikipedia.org/wiki/Leicester_City_F.C.","Austria","https://www.wikidata.org/wiki/Q355837"
6,"3MF","Stefan Ilsanker","(1989-05-18)18 May 1989 (aged 27)",16,0,"RB Leipzig","https://en.wikipedia.org/wiki/Stefan_Ilsanker_(footballer)","Stefan Ilsanker (footballer)","RB Leipzig","RB Leipzig","https://en.wikipedia.org/wiki/RB_Leipzig","Austria","https://www.wikidata.org/wiki/Q2336602"
7,"4FW","Marko Arnautović","(1989-04-19)19 April 1989 (aged 27)",52,11,"Stoke City","https://en.wikipedia.org/wiki/Marko_Arnautovi%C4%87","Marko Arnautović","Stoke City","Stoke City F.C.","https://en.wikipedia.org/wiki/Stoke_City_F.C.","Austria","https://www.wikidata.org/wiki/Q313575"
8,"3MF","David Alaba","(1992-06-24)24 June 1992 (aged 23)",46,11,"Bayern Munich","https://en.wikipedia.org/wiki/David_Alaba","David Alaba","Bayern Munich","FC Bayern Munich","https://en.wikipedia.org/wiki/FC_Bayern_Munich","Austria","https://www.wikidata.org/wiki/Q31981"
9,"4FW","Rubin Okotie","(1987-06-06)6 June 1987 (aged 29)",17,2,"1860 Munich","https://en.wikipedia.org/wiki/Rubin_Okotie","Rubin Okotie","1860 Munich","TSV 1860 Munich","https://en.wikipedia.org/wiki/TSV_1860_Munich","Austria","https://www.wikidata.org/wiki/Q700357"
10,"3MF","Zlatko Junuzović","(1987-09-26)26 September 1987 (aged 28)",48,7,"Werder Bremen","https://en.wikipedia.org/wiki/Zlatko_Junuzovi%C4%87","Zlatko Junuzović","Werder Bremen","SV Werder Bremen","https://en.wikipedia.org/wiki/SV_Werder_Bremen","Austria","https://www.wikidata.org/wiki/Q207157"
11,"3MF","Martin Harnik","(1987-06-10)10 June 1987 (aged 29)",58,14,"VfB Stuttgart","https://en.wikipedia.org/wiki/Martin_Harnik","Martin Harnik","VfB Stuttgart","VfB Stuttgart","https://en.wikipedia.org/wiki/VfB_Stuttgart","Austria","https://www.wikidata.org/wiki/Q60360"
12,"1GK","Heinz Lindner","(1990-07-17)17 July 1990 (aged 25)",8,0,"Eintracht Frankfurt","https://en.wikipedia.org/wiki/Heinz_Lindner","Heinz Lindner","Eintracht Frankfurt","Eintracht Frankfurt","https://en.wikipedia.org/wiki/Eintracht_Frankfurt","Austria","https://www.wikidata.org/wiki/Q686599"
13,"2DF","Markus Suttner","(1987-04-16)16 April 1987 (aged 29)",16,0,"Ingolstadt 04","https://en.wikipedia.org/wiki/Markus_Suttner","Markus Suttner","Ingolstadt 04","FC Ingolstadt 04","https://en.wikipedia.org/wiki/FC_Ingolstadt_04","Austria","https://www.wikidata.org/wiki/Q676126"
14,"3MF","Julian Baumgartlinger","(1988-01-02)2 January 1988 (aged 28)",45,1,"Mainz 05","https://en.wikipedia.org/wiki/Julian_Baumgartlinger","Julian Baumgartlinger","Mainz 05","1. FSV Mainz 05","https://en.wikipedia.org/wiki/1._FSV_Mainz_05","Austria","https://www.wikidata.org/wiki/Q697255"
15,"2DF","Sebastian Prödl","(1987-06-21)21 June 1987 (aged 28)",57,4,"Watford","https://en.wikipedia.org/wiki/Sebastian_Pr%C3%B6dl","Sebastian Prödl","Watford","Watford F.C.","https://en.wikipedia.org/wiki/Watford_F.C.","Austria","https://www.wikidata.org/wiki/Q315289"
16,"2DF","Kevin Wimmer","(1992-11-15)15 November 1992 (aged 23)",3,0,"Tottenham Hotspur","https://en.wikipedia.org/wiki/Kevin_Wimmer","Kevin Wimmer","Tottenham Hotspur","Tottenham Hotspur F.C.","https://en.wikipedia.org/wiki/Tottenham_Hotspur_F.C.","Austria","https://www.wikidata.org/wiki/Q10552708"
17,"2DF","Florian Klein","(1986-11-17)17 November 1986 (aged 29)",37,0,"VfB Stuttgart","https://en.wikipedia.org/wiki/Florian_Klein","Florian Klein","VfB Stuttgart","VfB Stuttgart","https://en.wikipedia.org/wiki/VfB_Stuttgart","Austria","https://www.wikidata.org/wiki/Q694924"
18,"3MF","Alessandro Schöpf","(1994-02-07)7 February 1994 (aged 22)",4,1,"Schalke 04","https://en.wikipedia.org/wiki/Alessandro_Sch%C3%B6pf","Alessandro Schöpf","Schalke 04","FC Schalke 04","https://en.wikipedia.org/wiki/FC_Schalke_04","Austria","https://www.wikidata.org/wiki/Q16528455"
19,"4FW","Lukas Hinterseer","(1991-03-28)28 March 1991 (aged 25)",10,0,"Ingolstadt 04","https://en.wikipedia.org/wiki/Lukas_Hinterseer","Lukas Hinterseer","Ingolstadt 04","FC Ingolstadt 04","https://en.wikipedia.org/wiki/FC_Ingolstadt_04","Austria","https://www.wikidata.org/wiki/Q698326"
20,"3MF","Marcel Sabitzer","(1994-03-17)17 March 1994 (aged 22)",18,3,"RB Leipzig","https://en.wikipedia.org/wiki/Marcel_Sabitzer","Marcel Sabitzer","RB Leipzig","RB Leipzig","https://en.wikipedia.org/wiki/RB_Leipzig","Austria","https://www.wikidata.org/wiki/Q472300"
21,"4FW","Marc Janko","(1983-06-25)25 June 1983 (aged 32)",54,26,"Basel","https://en.wikipedia.org/wiki/Marc_Janko","Marc Janko","Basel","FC Basel","https://en.wikipedia.org/wiki/FC_Basel","Austria","https://www.wikidata.org/wiki/Q344107"
22,"3MF","Jakob Jantscher","(1989-01-08)8 January 1989 (aged 27)",22,1,"Luzern","https://en.wikipedia.org/wiki/Jakob_Jantscher","Jakob Jantscher","Luzern","FC Luzern","https://en.wikipedia.org/wiki/FC_Luzern","Austria","https://www.wikidata.org/wiki/Q689503"
23,"1GK","Ramazan Özcan","(1984-06-28)28 June 1984 (aged 31)",7,0,"Ingolstadt 04","https://en.wikipedia.org/wiki/Ramazan_%C3%96zcan","Ramazan Özcan","Ingolstadt 04","FC Ingolstadt 04","https://en.wikipedia.org/wiki/FC_Ingolstadt_04","Austria","https://www.wikidata.org/wiki/Q285685"
1,"1GK","Gábor Király","(1976-04-01)1 April 1976 (aged 40)",103,0,"Haladás","https://en.wikipedia.org/wiki/G%C3%A1bor_Kir%C3%A1ly","Gábor Király","Haladás","Szombathelyi Haladás","https://en.wikipedia.org/wiki/Szombathelyi_Halad%C3%A1s","Hungary","https://www.wikidata.org/wiki/Q547455"
2,"2DF","Ádám Lang","(1993-01-17)17 January 1993 (aged 23)",11,0,"Videoton","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Lang","Ádám Lang","Videoton","Videoton FC","https://en.wikipedia.org/wiki/Videoton_FC","Hungary","https://www.wikidata.org/wiki/Q8076518"
3,"2DF","Mihály Korhut","(1988-12-01)1 December 1988 (aged 27)",4,0,"Debrecen","https://en.wikipedia.org/wiki/Mih%C3%A1ly_Korhut","Mihály Korhut","Debrecen","Debreceni VSC","https://en.wikipedia.org/wiki/Debreceni_VSC","Hungary","https://www.wikidata.org/wiki/Q1118973"
4,"2DF","Tamás Kádár","(1990-03-14)14 March 1990 (aged 26)",30,0,"Lech Poznań","https://en.wikipedia.org/wiki/Tam%C3%A1s_K%C3%A1d%C3%A1r","Tamás Kádár","Lech Poznań","Lech Poznań","https://en.wikipedia.org/wiki/Lech_Pozna%C5%84","Hungary","https://www.wikidata.org/wiki/Q195689"
5,"2DF","Attila Fiola","(1990-02-17)17 February 1990 (aged 26)",15,0,"Puskás Akadémia","https://en.wikipedia.org/wiki/Attila_Fiola","Attila Fiola","Puskás Akadémia","Puskás Akadémia FC","https://en.wikipedia.org/wiki/Pusk%C3%A1s_Akad%C3%A9mia_FC","Hungary","https://www.wikidata.org/wiki/Q537605"
6,"3MF","Ákos Elek","(1988-07-21)21 July 1988 (aged 27)",38,1,"Diósgyőri VTK","https://en.wikipedia.org/wiki/%C3%81kos_Elek","Ákos Elek","Diósgyőri VTK","Diósgyőri VTK","https://en.wikipedia.org/wiki/Di%C3%B3sgy%C5%91ri_VTK","Hungary","https://www.wikidata.org/wiki/Q250483"
7,"4FW","Balázs Dzsudzsák (captain)","(1986-12-23)23 December 1986 (aged 29)",78,18,"Bursaspor","https://en.wikipedia.org/wiki/Bal%C3%A1zs_Dzsudzs%C3%A1k","Balázs Dzsudzsák","Bursaspor","Bursaspor","https://en.wikipedia.org/wiki/Bursaspor","Hungary","https://www.wikidata.org/wiki/Q314590"
8,"3MF","Ádám Nagy","(1995-06-17)17 June 1995 (aged 20)",8,0,"Ferencváros","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Nagy","Ádám Nagy","Ferencváros","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q21034826"
9,"4FW","Ádám Szalai","(1987-12-09)9 December 1987 (aged 28)",32,8,"Hannover 96","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Szalai","Ádám Szalai","Hannover 96","Hannover 96","https://en.wikipedia.org/wiki/Hannover_96","Hungary","https://www.wikidata.org/wiki/Q249572"
10,"4FW","Zoltán Gera","(1979-04-22)22 April 1979 (aged 37)",89,24,"Ferencváros","https://en.wikipedia.org/wiki/Zolt%C3%A1n_Gera","Zoltán Gera","Ferencváros","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q218943"
11,"4FW","Krisztián Németh","(1989-01-05)5 January 1989 (aged 27)",24,3,"Al-Gharafa","https://en.wikipedia.org/wiki/Kriszti%C3%A1n_N%C3%A9meth","Krisztián Németh","Al-Gharafa","Al-Gharafa Sports Club","https://en.wikipedia.org/wiki/Al-Gharafa_Sports_Club","Hungary","https://www.wikidata.org/wiki/Q318905"
12,"1GK","Dénes Dibusz","(1990-11-16)16 November 1990 (aged 25)",4,0,"Ferencváros","https://en.wikipedia.org/wiki/D%C3%A9nes_Dibusz","Dénes Dibusz","Ferencváros","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q905023"
13,"4FW","Dániel Böde","(1986-10-24)24 October 1986 (aged 29)",12,4,"Ferencváros","https://en.wikipedia.org/wiki/D%C3%A1niel_B%C3%B6de","Dániel Böde","Ferencváros","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q786409"
14,"3MF","Gergő Lovrencsics","(1988-09-01)1 September 1988 (aged 27)",12,1,"Lech Poznań","https://en.wikipedia.org/wiki/Gerg%C5%91_Lovrencsics","Gergő Lovrencsics","Lech Poznań","Lech Poznań","https://en.wikipedia.org/wiki/Lech_Pozna%C5%84","Hungary","https://www.wikidata.org/wiki/Q587222"
15,"3MF","László Kleinheisler","(1994-04-08)8 April 1994 (aged 22)",5,1,"Werder Bremen","https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Kleinheisler","László Kleinheisler","Werder Bremen","SV Werder Bremen","https://en.wikipedia.org/wiki/SV_Werder_Bremen","Hungary","https://www.wikidata.org/wiki/Q13514134"
16,"2DF","Ádám Pintér","(1988-06-12)12 June 1988 (aged 27)",21,0,"Ferencváros","https://en.wikipedia.org/wiki/%C3%81d%C3%A1m_Pint%C3%A9r","Ádám Pintér","Ferencváros","Ferencvárosi TC","https://en.wikipedia.org/wiki/Ferencv%C3%A1rosi_TC","Hungary","https://www.wikidata.org/wiki/Q27744"
17,"4FW","Nemanja Nikolić","(1987-12-31)31 December 1987 (aged 28)",18,3,"Legia Warsaw","https://en.wikipedia.org/wiki/Nemanja_Nikoli%C4%87_(footballer,_born_1987)","Nemanja Nikolić (footballer, born 1987)","Legia Warsaw","Legia Warsaw","https://en.wikipedia.org/wiki/Legia_Warsaw","Hungary","https://www.wikidata.org/wiki/Q842219"
18,"3MF","Zoltán Stieber","(1988-10-16)16 October 1988 (aged 27)",12,2,"1. FC Nürnberg","https://en.wikipedia.org/wiki/Zolt%C3%A1n_Stieber","Zoltán Stieber","1. FC Nürnberg","1. FC Nürnberg","https://en.wikipedia.org/wiki/1._FC_N%C3%BCrnberg","Hungary","https://www.wikidata.org/wiki/Q219026"
19,"4FW","Tamás Priskin","(1986-09-27)27 September 1986 (aged 29)",56,17,"Slovan Bratislava","https://en.wikipedia.org/wiki/Tam%C3%A1s_Priskin","Tamás Priskin","Slovan Bratislava","ŠK Slovan Bratislava","https://en.wikipedia.org/wiki/%C5%A0K_Slovan_Bratislava","Hungary","https://www.wikidata.org/wiki/Q647799"
20,"2DF","Richárd Guzmics","(1987-04-16)16 April 1987 (aged 29)",14,1,"Wisła Kraków","https://en.wikipedia.org/wiki/Rich%C3%A1rd_Guzmics","Richárd Guzmics","Wisła Kraków","Wisła Kraków","https://en.wikipedia.org/wiki/Wis%C5%82a_Krak%C3%B3w","Hungary","https://www.wikidata.org/wiki/Q1029034"
21,"2DF","Barnabás Bese","(1994-05-06)6 May 1994 (aged 22)",1,0,"MTK Budapest","https://en.wikipedia.org/wiki/Barnab%C3%A1s_Bese","Barnabás Bese","MTK Budapest","MTK Budapest FC","https://en.wikipedia.org/wiki/MTK_Budapest_FC","Hungary","https://www.wikidata.org/wiki/Q4861379"
22,"1GK","Péter Gulácsi","(1990-05-06)6 May 1990 (aged 26)",3,0,"RB Leipzig","https://en.wikipedia.org/wiki/P%C3%A9ter_Gul%C3%A1csi","Péter Gulácsi","RB Leipzig","RB Leipzig","https://en.wikipedia.org/wiki/RB_Leipzig","Hungary","https://www.wikidata.org/wiki/Q357507"
23,"2DF","Roland Juhász","(1983-07-01)1 July 1983 (aged 32)",91,6,"Videoton","https://en.wikipedia.org/wiki/Roland_Juh%C3%A1sz","Roland Juhász","Videoton","Videoton FC","https://en.wikipedia.org/wiki/Videoton_FC","Hungary","https://www.wikidata.org/wiki/Q519299"
